date,symbol,side,currency,underlying,asset_type,price,quantity,commission,fees,tags,notes,spread_id
2021-05-28T16:01:46-0400,"GSPC Jul 09, 2021 3990.00 PUT",buy,USD,GSPC,index_option,28.97,1,0,0,DBL DIAG,,f2SLcOtk
2021-05-28T16:01:46-0400,"GSPC Jul 16, 2021 4260.00 CALL",sell,USD,GSPC,index_option,49.05,1,0,0,DBL DIAG,,f2SLcOtk
2021-05-18T15:46:32-0400,"GSPC Jul 09, 2021 4260.00 CALL",sell,USD,GSPC,index_option,37.42,1,0,0,DBL DIAG,,f2SLcOtk
2021-05-18T15:46:32-0400,"GSPC Jul 16, 2021 3990.00 PUT",buy,USD,GSPC,index_option,78.67,1,0,0,DBL DIAG,,f2SLcOtk
2021-05-18T15:46:32-0400,"GSPC Jul 16, 2021 4260.00 CALL",buy,USD,GSPC,index_option,44.09,1,0,0,DBL DIAG,,f2SLcOtk
2021-05-18T15:46:32-0400,"GSPC Jul 09, 2021 3990.00 PUT",sell,USD,GSPC,index_option,69.99,1,0,0,DBL DIAG,,f2SLcOtk
2021-05-28T16:01:46-0400,"GSPC Jul 09, 2021 4260.00 CALL",buy,USD,GSPC,index_option,41.59,1,0,0,DBL DIAG,,f2SLcOtk
2021-05-28T16:01:46-0400,"GSPC Jul 16, 2021 3990.00 PUT",sell,USD,GSPC,index_option,35.16,1,0,0,DBL DIAG,,f2SLcOtk
2022-01-21T09:37:00-0500,ESH22,buy,USD,ES,future,4467.25,3,1.41,0,,,PqqEAfD4
2022-01-21T09:37:01-0500,ESH22,sell,USD,ES,future,4466.75,3,1.41,0,,,PqqEAfD4
2022-01-21T09:47:17-0500,ESH22,sell,USD,ES,future,4459,3,1.41,0,,,PqqEAfD4
2022-01-21T09:55:30-0500,ESH22,buy,USD,ES,future,4442,3,1.41,0,,,PqqEAfD4
2022-01-21T10:00:52-0500,ESH22,buy,USD,ES,future,4447,3,1.41,0,,,PqqEAfD4
2022-01-21T10:15:47-0500,ESH22,sell,USD,ES,future,4427,3,1.41,0,,,PqqEAfD4
2022-01-12T09:56:15-0500,OPEN,buy,USD,OPEN,stock,12.6699,500,0,0,"CHOP,NO-RANGE",,F7gM8T4h
2022-01-12T11:01:42-0500,OPEN,sell,USD,OPEN,stock,12.82,500,0,0,"CHOP,NO-RANGE",,F7gM8T4h
2021-05-12T13:45:12-0400,"GSPC Aug 20, 2021 4610.00 CALL",buy,USD,GSPC,index_option,7.23,1,0,0,"Iron Condor,STRATEGY-1",,fDR7BJPa
2021-05-25T15:15:22-0400,"GSPC Aug 20, 2021 3610.00 PUT",buy,USD,GSPC,index_option,36.6,1,0,0,"Iron Condor,STRATEGY-1",,fDR7BJPa
2021-05-12T13:45:12-0400,"GSPC Aug 20, 2021 3560.00 PUT",buy,USD,GSPC,index_option,65.11,1,2,2.36,"Iron Condor,STRATEGY-1",,fDR7BJPa
2021-05-12T13:45:12-0400,"GSPC Aug 20, 2021 4560.00 CALL",sell,USD,GSPC,index_option,10.6,1,0,0,"Iron Condor,STRATEGY-1",,fDR7BJPa
2021-05-25T15:15:22-0400,"GSPC Aug 20, 2021 3560.00 PUT",sell,USD,GSPC,index_option,32.92,1,2,2.36,"Iron Condor,STRATEGY-1",,fDR7BJPa
2021-05-12T13:45:12-0400,"GSPC Aug 20, 2021 3610.00 PUT",sell,USD,GSPC,index_option,70.73,1,0,0,"Iron Condor,STRATEGY-1",,fDR7BJPa
2021-05-25T15:15:22-0400,"GSPC Aug 20, 2021 4610.00 CALL",sell,USD,GSPC,index_option,6.05,1,0,0,"Iron Condor,STRATEGY-1",,fDR7BJPa
2021-05-25T15:15:22-0400,"GSPC Aug 20, 2021 4560.00 CALL",buy,USD,GSPC,index_option,9.07,1,0,0,"Iron Condor,STRATEGY-1",,fDR7BJPa
2021-12-04T12:34:13-0500,BLNK,sell,USD,BLNK,stock,31.29,100,0,0,,,g5bOLmWp
2021-12-22T09:45:57-0500,BLNK,buy,USD,BLNK,stock,28.09,100,0,0,,,g5bOLmWp
2020-03-24T15:30:03-0400,SPXL,sell,USD,SPXL,stock,22,20,0,0.03,,,gKuRIIJy
2020-03-20T15:53:47-0400,SPXL,buy,USD,SPXL,stock,19.22,20,0,0.02,,,gKuRIIJy
2022-01-21T10:30:21-0500,ESH22,buy,USD,ES,future,4435.5,3,1.41,0,,,PqqEAfD4
2022-01-21T10:30:24-0500,ESH22,sell,USD,ES,future,4440,3,1.41,0,,,PqqEAfD4
2022-02-23T09:32:52-0500,TQQQ,sell,USD,TQQQ,stock,50.23,100,0,0,,,gLUjogbD
2022-02-23T09:18:53-0500,TQQQ,buy,USD,TQQQ,stock,50.57,100,0,0,,,gLUjogbD
2021-05-18T11:56:41-0400,"GSPC Jun 18, 2021 4060.00 PUT",sell,USD,GSPC,index_option,55.02,1,0,0,Butterfly Long Put,,HKalWAtN
2021-05-14T14:12:46-0400,"GSPC Jun 18, 2021 4160.00 PUT",sell,USD,GSPC,index_option,71.93,2,0,0,Butterfly Long Put,,HKalWAtN
2021-05-18T11:56:41-0400,"GSPC Jun 18, 2021 4260.00 PUT",sell,USD,GSPC,index_option,141.57,1,0,0,Butterfly Long Put,,HKalWAtN
2021-05-18T11:56:41-0400,"GSPC Jun 18, 2021 4160.00 PUT",buy,USD,GSPC,index_option,86.42,2,2,2.69,Butterfly Long Put,,HKalWAtN
2021-05-14T14:12:46-0400,"GSPC Jun 18, 2021 4060.00 PUT",buy,USD,GSPC,index_option,47.03,1,2,2.69,Butterfly Long Put,,HKalWAtN
2021-05-14T14:12:46-0400,"GSPC Jun 18, 2021 4260.00 PUT",buy,USD,GSPC,index_option,119.2,1,0,0,Butterfly Long Put,,HKalWAtN
2022-01-28T14:30:28-0500,ESH22,buy,USD,ES,future,4328,1,2.25,1.19,,,V32oQUGK
2022-01-28T14:38:52-0500,ESH22,sell,USD,ES,future,4334,1,2.25,1.19,,,V32oQUGK
2020-05-22T13:47:44-0400,"AAPL May 22, 2020 320.00 CALL",sell,USD,AAPL,stock_option,0.15,10,6.5,0.065,"Iron Condor,STRATEGY-1",,IPQ8c4uS
2020-05-22T13:56:43-0400,"AAPL May 22, 2020 317.50 CALL",sell,USD,AAPL,stock_option,0.93,10,6.5,0.08,"Iron Condor,STRATEGY-1",,IPQ8c4uS
2020-05-22T13:47:44-0400,"AAPL May 22, 2020 315.00 PUT",buy,USD,AAPL,stock_option,0.16,10,6.5,0.065,"Iron Condor,STRATEGY-1",,IPQ8c4uS
2020-05-22T13:53:52-0400,"AAPL May 22, 2020 315.00 PUT",sell,USD,AAPL,stock_option,0.17,10,6.5,0.07,"Iron Condor,STRATEGY-1",,IPQ8c4uS
2020-05-22T13:47:44-0400,"AAPL May 22, 2020 317.50 CALL",buy,USD,AAPL,stock_option,1.04,10,6.5,0.065,"Iron Condor,STRATEGY-1",,IPQ8c4uS
2020-05-22T13:54:13-0400,"AAPL May 22, 2020 320.00 CALL",buy,USD,AAPL,stock_option,0.11,10,6.5,0.06,"Iron Condor,STRATEGY-1",,IPQ8c4uS
2020-05-22T13:53:41-0400,"AAPL May 22, 2020 312.50 PUT",buy,USD,AAPL,stock_option,0.06,10,6.5,0.06,"Iron Condor,STRATEGY-1",,IPQ8c4uS
2020-05-22T13:47:44-0400,"AAPL May 22, 2020 312.50 PUT",sell,USD,AAPL,stock_option,0.06,10,6.5,0.065,"Iron Condor,STRATEGY-1",,IPQ8c4uS
2020-05-22T14:22:10-0400,AUDUSD,buy,USD,AUDUSD,forex,0.6536,100,0,0,STRATEGY-1,,IuKoE4tx
2020-05-22T14:24:52-0400,AUDUSD,sell,USD,AUDUSD,forex,0.6537,100,0,0,STRATEGY-1,,IuKoE4tx
2022-02-10T10:01:19-0500,ESH22,sell,USD,ES,future,4565.25,1,0.47,0,,,f4CBQh8D
2022-02-10T10:01:41-0500,ESH22,buy,USD,ES,future,4563.75,1,0.47,0,,,f4CBQh8D
2022-02-10T10:15:37-0500,ESH22,buy,USD,ES,future,4565.75,1,0.47,0,,,f4CBQh8D
2022-02-10T10:22:36-0500,ESH22,sell,USD,ES,future,4561.75,1,0.47,0,,,f4CBQh8D
2019-04-17T10:46:31-0400,LYFT,buy,USD,LYFT,stock,57.23,100,1,0,,,jlBMDJNE
2019-04-17T10:46:33-0400,LYFT,buy,USD,LYFT,stock,57.24,100,1,0,,,jlBMDJNE
2019-04-17T10:46:30-0400,LYFT,buy,USD,LYFT,stock,57.23,100,1,0,,,jlBMDJNE
2019-04-17T10:46:30-0400,LYFT,buy,USD,LYFT,stock,57.23,100,1,0,,,jlBMDJNE
2019-04-17T10:46:34-0400,LYFT,buy,USD,LYFT,stock,57.22,100,1,0,,,jlBMDJNE
2019-04-17T10:46:31-0400,LYFT,buy,USD,LYFT,stock,57.23,100,1,0,,,jlBMDJNE
2019-04-17T10:46:30-0400,LYFT,buy,USD,LYFT,stock,57.23,100,1,0,,,jlBMDJNE
2019-04-17T10:46:33-0400,LYFT,buy,USD,LYFT,stock,57.24,100,1,0,,,jlBMDJNE
2019-04-17T10:46:34-0400,LYFT,buy,USD,LYFT,stock,57.24,100,1,0,,,jlBMDJNE
2019-04-17T10:46:32-0400,LYFT,buy,USD,LYFT,stock,57.24,100,1,0,,,jlBMDJNE
2019-04-17T10:47:20-0400,LYFT,sell,USD,LYFT,stock,57.46,1300,8.2009,0,,,jlBMDJNE
2019-04-17T10:46:32-0400,LYFT,buy,USD,LYFT,stock,57.22,100,1,0,,,jlBMDJNE
2019-04-17T10:46:31-0400,LYFT,buy,USD,LYFT,stock,57.24,100,1,0,,,jlBMDJNE
2019-04-17T10:46:31-0400,LYFT,buy,USD,LYFT,stock,57.23,100,1,0,,,jlBMDJNE
2022-02-10T10:24:24-0500,ESH22,buy,USD,ES,future,4564,1,0.47,0,,,f4CBQh8D
2022-02-10T10:29:04-0500,ESH22,sell,USD,ES,future,4559.5,1,0.47,0,,,f4CBQh8D
2019-04-10T10:18:40-0400,"NTES Apr 12, 2019 280.00 CALL",sell,USD,NTES,stock_option,0.45,1,1.9364,0,,,KGOQixDo
2019-04-08T14:56:05-0400,"NTES Apr 12, 2019 280.00 CALL",buy,USD,NTES,stock_option,3.1,1,1.9438,0,,,KGOQixDo
2019-04-08T14:07:05-0400,"PANW Apr 12, 2019 240.00 CALL",buy,USD,PANW,stock_option,3,1,1.5738,0,,,l2J5wLeS
2019-04-10T10:18:03-0400,"PANW Apr 12, 2019 240.00 CALL",sell,USD,PANW,stock_option,4.75,1,1.102,0,,,l2J5wLeS
2019-04-10T15:51:16-0400,"NFLX Apr 18, 2019 390.00 CALL",buy,USD,NFLX,stock_option,4.8,1,1.0838,0,STRATEGY-1,,LmLzgloj
2019-04-12T14:56:24-0400,"NFLX Apr 18, 2019 390.00 CALL",sell,USD,NFLX,stock_option,1.73,1,1.528,0,STRATEGY-1,,LmLzgloj
2022-03-22T10:30:45-0400,NVDA,sell,USD,NVDA,stock,270.12,50,0,0,,"<p>Could have squeezed in a little more profit, but ATR was very high and I was not able to read the market.</p><p>Best that I was able to exit early with little profit because stock went down after 11am.</p>",LtOsGlB6
2022-03-22T10:23:11-0400,NVDA,buy,USD,NVDA,stock,268.87,50,2.99,1.99,,"<p>Could have squeezed in a little more profit, but ATR was very high and I was not able to read the market.</p><p>Best that I was able to exit early with little profit because stock went down after 11am.</p>",LtOsGlB6
2020-03-13T09:46:48-0400,"SPY Apr 17, 2020 185.00 PUT",buy,USD,SPY,stock_option,2.83,1,1,0.14,STRATEGY-1,,mCrudIpT
2020-03-13T11:24:44-0400,"SPY Apr 17, 2020 185.00 PUT",sell,USD,SPY,stock_option,3.5,1,0,0.15,STRATEGY-1,,mCrudIpT
2020-03-13T11:31:33-0400,"Z Mar 20, 2020 34.00 PUT",sell,USD,Z,stock_option,4.1,1,0,0.15,STRATEGY-1,,mx5XZzkR
2020-03-13T10:07:59-0400,"Z Mar 20, 2020 34.00 PUT",buy,USD,Z,stock_option,3.2,1,1,0.14,STRATEGY-1,,mx5XZzkR
2022-02-14T09:26:26-0500,CLK22,buy,USD,CL,future,92.37,1,2.37,0,,,NO7HppBt
2022-02-14T09:37:53-0500,CLK22,sell,USD,CL,future,92.53,1,2.37,0,,,NO7HppBt
2019-04-17T14:58:03-0400,"NFLX Apr 18, 2019 352.50 CALL",sell,USD,NFLX,stock_option,3.24,1,0.8025,0,,,nRMoGAcj
2019-04-17T14:50:55-0400,"NFLX Apr 18, 2019 352.50 CALL",buy,USD,NFLX,stock_option,2.88,1,1.0938,0,,,nRMoGAcj
2022-02-14T05:12:15-0500,NZDCHF,sell,CHF,NZDCHF,forex,0.66201876,500,0,0,,,OsLvCfYZ
2022-02-11T05:32:29-0500,NZDCHF,buy,CHF,NZDCHF,forex,0.66554237,500,0,0,,,OsLvCfYZ
2022-03-02T11:11:53-0500,SOFI,sell,USD,SOFI,stock,12.03,500,0,0,"CHOP,NO-RANGE",,OWuDy4uB
2022-03-02T11:04:23-0500,SOFI,buy,USD,SOFI,stock,11.93,500,0,0,"CHOP,NO-RANGE",,OWuDy4uB
2022-02-22T09:52:50-0500,ESM22,sell,USD,ES,future,4343.5,3,1.41,0,,,EdPRX9Zq
2022-02-22T09:53:04-0500,ESM22,buy,USD,ES,future,4343.75,3,1.41,0,,,EdPRX9Zq
2020-05-22T14:53:20-0400,"SPY May 22, 2020 295.50 PUT",buy,USD,SPY,stock_option,0.93,1,0.7238,0,,,Phs8AZHh
2020-05-22T14:56:19-0400,"SPY May 22, 2020 295.50 PUT",sell,USD,SPY,stock_option,0.84,1,0.7277,0,,,Phs8AZHh
2022-02-22T10:00:10-0500,ESM22,sell,USD,ES,future,4342.25,3,1.41,0,,,EdPRX9Zq
2022-02-22T10:00:38-0500,ESM22,buy,USD,ES,future,4343.25,3,1.41,0,,,EdPRX9Zq
2022-02-22T10:24:42-0500,ESM22,sell,USD,ES,future,4346.5,3,6.15,0,,,EdPRX9Zq
2022-02-22T10:24:44-0500,ESM22,sell,USD,ES,future,4346.25,3,1.41,0,,,EdPRX9Zq
2022-02-22T10:25:12-0500,ESM22,buy,USD,ES,future,4344.5,3,6.15,0,,,EdPRX9Zq
2022-02-22T10:25:18-0500,ESM22,buy,USD,ES,future,4345.25,3,1.41,0,,,EdPRX9Zq
2022-02-22T10:57:41-0500,ESM22,sell,USD,ES,future,4326.5,1,6.15,0,,,KdtTAwSw
2022-02-22T11:23:55-0500,ESM22,buy,USD,ES,future,4316,1,6.15,0,,,KdtTAwSw
2022-03-01T10:40:23-0500,ESM22,buy,USD,ES,future,4340.25,2,2.35,0,,,GLPLfag7
2022-03-01T10:40:41-0500,ESM22,sell,USD,ES,future,4336,2,2.35,0,,,GLPLfag7
2022-01-12T10:15:41-0500,PACB,sell,USD,PACB,stock,15.23,100,0,0,"CHOP,MKOPEN-TRD,NO-RANGE,STRATEGY-1",,pXKsuFNK
2022-01-12T09:32:08-0500,PACB,sell,USD,PACB,stock,15.355,100,0,0,"CHOP,MKOPEN-TRD,NO-RANGE,STRATEGY-1",,pXKsuFNK
2022-01-12T09:47:28-0500,PACB,buy,USD,PACB,stock,15.16,100,0,0,"CHOP,MKOPEN-TRD,NO-RANGE,STRATEGY-1",,pXKsuFNK
2022-01-12T11:15:02-0500,PACB,buy,USD,PACB,stock,14.31,100,0,0,"CHOP,MKOPEN-TRD,NO-RANGE,STRATEGY-1",,pXKsuFNK
2022-03-09T17:15:00-0500,GCM22,sell,USD,GC,future,1996,1,0,0,,,AQYURJds
2022-03-09T18:45:32-0500,GCM22,buy,USD,GC,future,1994,1,0,0,,,AQYURJds
2022-03-11T11:37:41-0500,ESM22,sell,USD,ES,future,4249.5,3,6.15,0,,,Jjyljusp
